	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.68625	686	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68625	686	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.686275	686	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.686296	686	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686296	686	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.686329	686	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68635	686	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68635	686	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.686375	686	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.686396	686	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686396	686	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.686429	686	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68645	686	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68645	686	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.686475	686	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.686496	686	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686496	686	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.686529	686	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68655	686	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68655	686	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.686575	686	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.686596	686	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686596	686	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.686629	686	6	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.68665	686	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68665	686	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.686675	686	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.686696	686	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686696	686	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.686729	686	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68675	686	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68675	686	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.686775	686	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.686796	686	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686796	686	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.686829	686	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68685	686	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68685	686	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.686875	686	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.686896	686	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686896	686	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.686929	686	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68695	686	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68695	686	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.686975	686	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.686996	686	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.686996	686	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.687029	687	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68705	687	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68705	687	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.687075	687	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.687096	687	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687096	687	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.687129	687	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68715	687	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68715	687	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.687175	687	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.687196	687	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687196	687	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.687229	687	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68725	687	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68725	687	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.687275	687	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.687296	687	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687296	687	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.687329	687	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68735	687	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68735	687	3	7	5	1	2	0	6288	22	0	17.2655	 	1	0.0718244
UL	0.687375	687	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.687396	687	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687396	687	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.687429	687	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68745	687	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68745	687	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.687475	687	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.687496	687	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687496	687	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.687529	687	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68755	687	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68755	687	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.687575	687	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.687596	687	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687596	687	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.687629	687	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68765	687	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68765	687	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.687675	687	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.687696	687	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687696	687	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.687729	687	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68775	687	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68775	687	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.687775	687	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.687796	687	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687796	687	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.687829	687	8	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.68785	687	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68785	687	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.687875	687	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.687896	687	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687896	687	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.687929	687	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68795	687	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68795	687	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.687975	687	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.687996	687	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.687996	687	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.688029	688	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68805	688	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68805	688	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.688075	688	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.688096	688	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688096	688	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.688129	688	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68815	688	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68815	688	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.688175	688	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.688196	688	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688196	688	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.688229	688	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68825	688	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68825	688	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.688275	688	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.688296	688	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688296	688	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.688329	688	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68835	688	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68835	688	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.688375	688	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.688396	688	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688396	688	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.688429	688	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68845	688	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68845	688	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.688475	688	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.688496	688	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688496	688	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.688529	688	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68855	688	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68855	688	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.688575	688	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.688596	688	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688596	688	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.688629	688	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68865	688	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68865	688	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.688675	688	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.688696	688	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688696	688	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.688729	688	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68875	688	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68875	688	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.688775	688	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.688796	688	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688796	688	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.688829	688	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68885	688	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68885	688	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.688875	688	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.688896	688	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688896	688	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.688929	688	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68895	688	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68895	688	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.688975	688	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.688996	688	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.688996	688	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.689029	689	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68905	689	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68905	689	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.689075	689	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.689096	689	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689096	689	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.689129	689	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68915	689	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68915	689	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.689175	689	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.689196	689	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689196	689	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.689229	689	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68925	689	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68925	689	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.689275	689	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.689296	689	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689296	689	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.689329	689	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68935	689	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68935	689	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.689375	689	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.689396	689	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689396	689	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.689429	689	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68945	689	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68945	689	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.689475	689	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.689496	689	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689496	689	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.689529	689	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68955	689	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68955	689	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.689575	689	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.689596	689	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689596	689	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.689629	689	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68965	689	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68965	689	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.689675	689	6	12	6	1	2	0	7548	22	0	17.2655 	1	0.0794795
UL	0.689696	689	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689696	689	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.689729	689	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68975	689	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68975	689	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.689775	689	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.689796	689	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689796	689	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.689829	689	8	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.68985	689	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68985	689	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.689875	689	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.689896	689	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689896	689	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.689929	689	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.68995	689	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.68995	689	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.689975	689	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.689996	689	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.689996	689	9	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.690029	690	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69005	690	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69005	690	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.690075	690	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.690096	690	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690096	690	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.690129	690	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69015	690	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69015	690	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.690175	690	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.690196	690	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690196	690	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.690229	690	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69025	690	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69025	690	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.690275	690	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.690296	690	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690296	690	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.690329	690	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69035	690	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69035	690	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.690375	690	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.690396	690	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690396	690	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.690429	690	4	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.69045	690	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69045	690	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.690475	690	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.690496	690	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690496	690	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.690529	690	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69055	690	5	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69055	690	5	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.690575	690	5	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.690596	690	5	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690596	690	5	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.690629	690	6	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69065	690	6	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69065	690	6	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.690675	690	6	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.690696	690	6	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690696	690	6	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.690729	690	7	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69075	690	7	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69075	690	7	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.690775	690	7	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.690796	690	7	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690796	690	7	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.690829	690	8	1	6	1	2	0	7548	22	0	17.2655	 	1	0.0794795
DL	0.69085	690	8	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69085	690	8	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.690875	690	8	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.690896	690	8	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690896	690	8	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.690929	690	9	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69095	690	9	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69095	690	9	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.690975	690	9	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.690996	690	9	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.690996	690	9	18	5	1	2	0	6288	22	0	17.2655 	1	0.0718244
DL	0.691029	691	0	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69105	691	0	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69105	691	0	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.691075	691	0	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.691096	691	0	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.691096	691	0	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.691129	691	1	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69115	691	1	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69115	691	1	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.691175	691	1	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.691196	691	1	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.691196	691	1	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.691229	691	2	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69125	691	2	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69125	691	2	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.691275	691	2	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.691296	691	2	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.691296	691	2	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.691329	691	3	1	6	1	1	0	2862	12	0	8.12501	 	0	0
DL	0.69135	691	3	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69135	691	3	7	5	1	2	0	6288	22	0	17.2655	 	0	0.0718244
UL	0.691375	691	3	12	6	1	1	0	3247	13	0	8.12501 	0	1.84878e-07
UL	0.691396	691	3	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.691396	691	3	18	5	1	2	0	6288	22	0	17.2655 	0	0.0718244
DL	0.691429	691	4	1	6	1	2	0	7548	22	0	17.2655	 	0	0.0794795
DL	0.69145	691	4	1	11	2	1	0	5250	12	0	7.37917	 	0	2.40918e-13
DL	0.69145	691	4	7	5	1	1	0	2382	12	0	8.12501	 	0	0
UL	0.691475	691	4	12	6	1	2	0	7548	22	0	17.2655 	0	0.0794795
UL	0.691496	691	4	12	11	2	1	0	5250	12	0	7.37917 	0	2.40918e-13
UL	0.691496	691	4	18	5	1	1	0	2706	13	0	8.12501 	0	1.47903e-07
DL	0.691529	691	5	1	6	1	1	0	2862	12	0	8.12501	 	0	0
