	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.589529	589	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.58955	589	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.58955	589	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.589575	589	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.589596	589	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.589596	589	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.589629	589	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.58965	589	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.58965	589	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.589675	589	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.589696	589	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.589696	589	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.589729	589	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.58975	589	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.58975	589	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.589775	589	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.589796	589	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.589796	589	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.589829	589	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.58985	589	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.58985	589	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.589875	589	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.589896	589	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.589896	589	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.589929	589	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.58995	589	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.58995	589	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.589975	589	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.589996	589	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.589996	589	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.590029	590	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59005	590	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59005	590	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.590075	590	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.590096	590	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590096	590	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.590129	590	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59015	590	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59015	590	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.590175	590	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.590196	590	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590196	590	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.590229	590	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59025	590	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59025	590	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.590275	590	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.590296	590	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590296	590	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.590329	590	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59035	590	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59035	590	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.590375	590	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.590396	590	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590396	590	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.590429	590	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59045	590	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59045	590	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.590475	590	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.590496	590	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590496	590	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.590529	590	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59055	590	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59055	590	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.590575	590	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.590596	590	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590596	590	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.590629	590	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59065	590	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59065	590	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.590675	590	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.590696	590	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590696	590	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.590729	590	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59075	590	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59075	590	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.590775	590	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.590796	590	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590796	590	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.590829	590	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59085	590	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59085	590	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.590875	590	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.590896	590	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590896	590	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.590929	590	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59095	590	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59095	590	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.590975	590	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.590996	590	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.590996	590	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.591029	591	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59105	591	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59105	591	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.591075	591	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.591096	591	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591096	591	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.591129	591	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59115	591	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59115	591	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.591175	591	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.591196	591	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591196	591	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.591229	591	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59125	591	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59125	591	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.591275	591	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.591296	591	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591296	591	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.591329	591	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59135	591	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59135	591	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.591375	591	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.591396	591	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591396	591	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.591429	591	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59145	591	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59145	591	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.591475	591	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.591496	591	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591496	591	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.591529	591	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59155	591	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59155	591	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.591575	591	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.591596	591	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591596	591	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.591629	591	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59165	591	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59165	591	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.591675	591	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.591696	591	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591696	591	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.591729	591	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59175	591	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59175	591	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.591775	591	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.591796	591	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591796	591	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.591829	591	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59185	591	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59185	591	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.591875	591	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.591896	591	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591896	591	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.591929	591	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59195	591	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59195	591	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.591975	591	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.591996	591	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.591996	591	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.592029	592	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59205	592	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59205	592	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.592075	592	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.592096	592	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592096	592	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.592129	592	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59215	592	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59215	592	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.592175	592	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.592196	592	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592196	592	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.592229	592	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59225	592	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59225	592	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.592275	592	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.592296	592	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592296	592	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.592329	592	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59235	592	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59235	592	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.592375	592	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.592396	592	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592396	592	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.592429	592	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59245	592	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59245	592	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.592475	592	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.592496	592	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592496	592	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.592529	592	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59255	592	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59255	592	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.592575	592	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.592596	592	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592596	592	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.592629	592	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59265	592	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59265	592	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.592675	592	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.592696	592	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592696	592	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.592729	592	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59275	592	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59275	592	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.592775	592	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.592796	592	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592796	592	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.592829	592	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59285	592	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59285	592	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.592875	592	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.592896	592	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592896	592	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.592929	592	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59295	592	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59295	592	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.592975	592	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.592996	592	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.592996	592	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.593029	593	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59305	593	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59305	593	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.593075	593	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.593096	593	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593096	593	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.593129	593	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59315	593	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59315	593	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.593175	593	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.593196	593	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593196	593	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.593229	593	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59325	593	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59325	593	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.593275	593	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.593296	593	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593296	593	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.593329	593	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59335	593	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59335	593	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.593375	593	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.593396	593	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593396	593	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.593429	593	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59345	593	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59345	593	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.593475	593	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.593496	593	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593496	593	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.593529	593	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59355	593	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59355	593	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.593575	593	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.593596	593	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593596	593	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.593629	593	6	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59365	593	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59365	593	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.593675	593	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.593696	593	6	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593696	593	6	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.593729	593	7	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59375	593	7	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59375	593	7	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.593775	593	7	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.593796	593	7	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593796	593	7	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.593829	593	8	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59385	593	8	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59385	593	8	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.593875	593	8	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.593896	593	8	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593896	593	8	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.593929	593	9	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59395	593	9	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59395	593	9	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.593975	593	9	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.593996	593	9	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.593996	593	9	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.594029	594	0	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59405	594	0	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59405	594	0	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.594075	594	0	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.594096	594	0	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594096	594	0	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.594129	594	1	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59415	594	1	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59415	594	1	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.594175	594	1	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.594196	594	1	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594196	594	1	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.594229	594	2	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59425	594	2	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59425	594	2	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.594275	594	2	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.594296	594	2	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594296	594	2	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.594329	594	3	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59435	594	3	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59435	594	3	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.594375	594	3	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.594396	594	3	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594396	594	3	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.594429	594	4	1	6	1	2	0	6385	20	0	14.8919	 	0	0.0184835
DL	0.59445	594	4	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59445	594	4	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.594475	594	4	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
UL	0.594496	594	4	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594496	594	4	18	5	1	1	0	2382	12	0	6.6207 	0	2.75335e-14
DL	0.594529	594	5	1	6	1	1	0	2862	12	0	6.6207	 	0	2.75335e-14
DL	0.59455	594	5	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59455	594	5	7	5	1	2	0	5322	20	0	14.8919	 	0	0.00890224
UL	0.594575	594	5	12	6	1	1	0	2862	12	0	6.6207 	0	2.75335e-14
UL	0.594596	594	5	12	11	2	1	0	6812	14	0	7.97663 	0	1.28842e-06
UL	0.594596	594	5	18	5	1	2	0	5322	20	0	14.8919 	0	0.00890224
DL	0.594629	594	6	1	6	1	2	0	6385	20	0	14.8919	 	1	0.0184835
DL	0.59465	594	6	1	11	2	1	0	6812	14	0	7.97663	 	0	1.28842e-06
DL	0.59465	594	6	7	5	1	1	0	2382	12	0	6.6207	 	0	2.75335e-14
UL	0.594675	594	6	12	6	1	2	0	6385	20	0	14.8919 	0	0.0184835
